internal_vendor_id,vendor_name_raw,vendor_name_normalized,total_received_amount,total_transaction_count,unique_mps_served,unique_states_served,primary_state,primary_activity,source_dataset,source_file,source_download_date,pipeline_created_at
INTERNAL_VND_18808,RAMESH CHANDRA,RAMESH CHANDRA,35350.0,2,1,1,UTTARAKHAND,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18809,PABU SINGH,PABU SINGH,35269.0,3,1,1,RAJASTHAN,Construction of boundary walls of existing public and community buildings,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18810,PUSHPA KANDPAL,PUSHPA KANDPAL,35257.0,2,1,1,UTTARAKHAND,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18811,KAMLESH SINGH,KAMLESH SINGH,35138.0,2,1,1,UTTARAKHAND,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18812,BIRBALRAM,BIRBALRAM,35100.0,1,1,1,RAJASTHAN,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18813,DEEPA RAM,DEEPA RAM,35100.0,1,1,1,RAJASTHAN,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18814,GAJANAND,GAJANAND,35100.0,1,1,1,RAJASTHAN,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18815,Menjer khan,MENJER KHAN,35100.0,1,1,1,RAJASTHAN,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18816,RANVIR,RANVIR,35100.0,1,1,1,RAJASTHAN,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18817,SURYA KUMAR,SURYA KUMAR,35100.0,1,1,1,RAJASTHAN,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18818,V K BROTHER,V K BROTHER,35100.0,2,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18819,GURDEEP SINGH SO AJAIB SINGH,GURDEEP SINGH SO AJAIB SINGH,35091.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18820,Bachhi devi,BACHHI DEVI,35090.0,2,1,1,UTTARAKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18821,CHAMPA,CHAMPA,35085.0,3,3,2,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18822,Ankush Iron Store,ANKUSH IRON STORE,35046.0,1,1,1,PUNJAB,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18823,ARORA TARDERS,ARORA TARDERS,35000.0,1,1,1,PUNJAB,Setting up of kitchen and pantries,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18824,Bala Rani BKO,BALA RANI BKO,35000.0,1,1,1,PUNJAB,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18825,Faqir Chand IRON WORKS,FAQIR CHAND IRON WORKS,35000.0,1,1,1,PUNJAB,Providing drains and gutters for public drainage,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18826,jai mahavir bhatha co DEHLIZ KALAN,JAI MAHAVIR BHATHA CO DEHLIZ KALAN,35000.0,1,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18827,Laroyia Brick Kiln Chhokran,LAROYIA BRICK KILN CHHOKRAN,35000.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18828,MERCURY MEDITECH,MERCURY MEDITECH,35000.0,1,1,1,GUJARAT,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18829,MP SPORTS AND STATIONARS,MP SPORTS AND STATIONARS,35000.0,1,1,1,MADHYA PRADESH,Setting up of laboratories,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18830,NIJJAR INFRASTRUCTURES,NIJJAR INFRASTRUCTURES,35000.0,1,1,1,PUNJAB,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18831,RADHA SWAMI BKO,RADHA SWAMI BKO,35000.0,1,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18832,KERALA SAHITYA ACADEMY,KERALA SAHITYA ACADEMY,34998.0,1,1,1,KERALA,Purchase of books and periodicals for libraries/digitization of library books,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18833,Anandi Devi,ANANDI DEVI,34989.0,3,2,2,RAJASTHAN,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18834,Manjeri Medical College Government Employees Co Operative Society Ltd,MANJERI MEDICAL COLLEGE GOVERNMENT EMPLOYEES CO OPERATIVE SOCIETY LTD,34941.0,1,1,1,KERALA,Purchase of hospital equipment,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18835,Pardeep Electrical,PARDEEP ELECTRICAL,34920.0,1,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18836,MS RAJ ELECTRIC STORE,MS RAJ ELECTRIC STORE,34915.0,1,1,1,PUNJAB,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18837,PANKAJ DEEPAK CEMENT AND PAINT STORE,PANKAJ DEEPAK CEMENT AND PAINT STORE,34910.0,1,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18838,Sudhir Bare,SUDHIR BARE,34900.0,1,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18839,JASWANT KAUR SARPANCH DHARARI JATTAN,JASWANT KAUR SARPANCH DHARARI JATTAN,34877.0,1,1,1,PUNJAB,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18840,pintu kumar,PINTU KUMAR,34811.0,3,1,1,RAJASTHAN,Construction of boundary walls of existing public and community buildings,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18841,Dilip Patel,DILIP PATEL,34800.0,1,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18842,Honey cement store,HONEY CEMENT STORE,34800.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18843,Ajay singh Jantwal,AJAY SINGH JANTWAL,34713.0,1,1,1,UTTARAKHAND,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18844,Amit singh Jantwal,AMIT SINGH JANTWAL,34713.0,1,1,1,UTTARAKHAND,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18845,Subham Jantwal,SUBHAM JANTWAL,34713.0,1,1,1,UTTARAKHAND,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18846,Gulab singh,GULAB SINGH,34707.0,4,4,3,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18847,EXECUTIVE ENGINEER DHBVNL MAHENDERGARH,EXECUTIVE ENGINEER DHBVNL MAHENDERGARH,34687.0,1,1,1,HARYANA,Improvement of electricity distribution infrastructure,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18848,Ganesh Singh Mehra,GANESH SINGH MEHRA,34573.0,2,1,1,UTTARAKHAND,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18849,MUNISH BUILDING MATERIAL,MUNISH BUILDING MATERIAL,34532.0,2,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18850,Modi Sanitary store,MODI SANITARY STORE,34500.0,2,1,1,PUNJAB,Construction of toilet blocks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18851,BALWINDER PAL,BALWINDER PAL,34496.0,1,1,1,PUNJAB,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18852,SATYAM SALES,SATYAM SALES,34466.0,4,1,1,PUNJAB,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18853,DASHMESH PIPE STORE,DASHMESH PIPE STORE,34450.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18854,CHAMOLI GENRAL STORE,CHAMOLI GENRAL STORE,34440.0,1,1,1,UTTARAKHAND,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18855,PAWAN Kumar and Company,PAWAN KUMAR AND COMPANY,34350.0,1,1,1,PUNJAB,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18856,Nandan singh,NANDAN SINGH,34304.0,2,1,1,UTTARAKHAND,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18857,DHAVAL KUMAR,DHAVAL KUMAR,34200.0,1,1,1,RAJASTHAN,Construction of public libraries and reading rooms,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18858,MAMRAJ,MAMRAJ,34200.0,1,1,1,RAJASTHAN,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18859,Sitaram,SITARAM,34200.0,1,1,1,RAJASTHAN,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18860,BHERU LAL,BHERU LAL,34195.0,2,1,1,RAJASTHAN,Construction of boundary walls of existing public and community buildings,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18861,Iqbal Singh Cement Store,IQBAL SINGH CEMENT STORE,34125.0,2,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18862,JBD TILES AND SANITATION,JBD TILES AND SANITATION,34070.0,1,1,1,PUNJAB,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18863,Shree Balaji Cement Store,SHREE BALAJI CEMENT STORE,34042.0,2,2,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18864,chouhan brick company,CHOUHAN BRICK COMPANY,34000.0,1,1,1,PUNJAB,Installing community drinking water plants,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18865,LADU LAL,LADU LAL,33986.0,5,1,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18866,SALASAR ENTERPRISES,SALASAR ENTERPRISES,33984.0,1,1,1,PUNJAB,"Purchase of IT systems, including hardware and software for educational purposes",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18867,Medicom Health care,MEDICOM HEALTH CARE,33940.0,1,1,1,HARYANA,Installation/ Construction of Anti-Pollution structure,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18868,Manoj Kumar BKO,MANOJ KUMAR BKO,33920.0,1,1,1,PUNJAB,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18869,Trilok Chandra Tiwari,TRILOK CHANDRA TIWARI,33920.0,2,1,1,UTTARAKHAND,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18870,dayaram,DAYARAM,33900.0,3,2,1,RAJASTHAN,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18871,EDUSPORTS,EDUSPORTS,33830.0,1,1,1,KERALA,Purchase of sports equipment,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18872,Prakash Chandra Budhlakoti,PRAKASH CHANDRA BUDHLAKOTI,33821.0,2,1,1,UTTARAKHAND,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18873,TARA SINGH  BKO,TARA SINGH BKO,33818.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18874,ASHISH,ASHISH,33812.0,4,3,2,RAJASTHAN,Construction of footpaths and pedestrian ways,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18875,BIJNESH,BIJNESH,33800.0,2,1,1,PUNJAB,Construction of toilet blocks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18876,SS TRADING COMANY,SS TRADING COMANY,33730.0,1,1,1,PUNJAB,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18877,KRISHAN,KRISHAN,33600.0,2,1,1,RAJASTHAN,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18878,RAMSAWROOP,RAMSAWROOP,33600.0,2,1,1,RAJASTHAN,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18879,SUBHASH CHANDRA,SUBHASH CHANDRA,33600.0,1,1,1,RAJASTHAN,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18880,KARTAR,KARTAR,33550.0,2,1,1,RAJASTHAN,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18881,Tahasildar Umerkote,TAHASILDAR UMERKOTE,33529.0,6,1,1,ODISHA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18882,Gurinderpal Singh Mistry,GURINDERPAL SINGH MISTRY,33500.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18883,Madan Sigh,MADAN SIGH,33423.0,2,1,1,UTTARAKHAND,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18884,HARWINDER SINGH,HARWINDER SINGH,33400.0,3,1,1,PUNJAB,Construction of toilet blocks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18885,Khurana Paint Hardware and Sanitary Store,KHURANA PAINT HARDWARE AND SANITARY STORE,33334.0,1,1,1,HARYANA,Construction of toilet blocks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18886,SUMAN DEVI,SUMAN DEVI,33328.0,7,3,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18887,HEMA KORANGA,HEMA KORANGA,33306.0,2,1,1,UTTARAKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18888,PUSHPENDRA,PUSHPENDRA,33300.0,1,1,1,RAJASTHAN,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18889,SATVEER,SATVEER,33300.0,2,1,1,RAJASTHAN,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18890,DIPALI GOYAL,DIPALI GOYAL,33263.0,6,1,1,RAJASTHAN,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18891,MANGI LAL,MANGI LAL,33250.0,3,2,1,RAJASTHAN,Purchase of furniture and fixtures for educational purposes,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18892,HP STATE CIVIL SUPPLY NURPUR,HP STATE CIVIL SUPPLY NURPUR,33200.0,1,1,1,HIMACHAL PRADESH,Installation of multi-gym equipment,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18893,Vinod Raut so Munna Raut,VINOD RAUT SO MUNNA RAUT,33200.0,5,1,1,PUNJAB,Construction of veterinary hospitals and dispensaries,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18894,TAHASILDAR BALIANTA,TAHASILDAR BALIANTA,33188.0,4,1,1,ODISHA,Construction of public libraries and reading rooms,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18895,Umiya Assembly Technologies,UMIYA ASSEMBLY TECHNOLOGIES,33160.0,1,1,1,CHANDIGARH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18896,Dharma Ram bhakar,DHARMA RAM BHAKAR,33150.0,2,1,1,RAJASTHAN,Construction of public libraries and reading rooms,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18897,IMRAN SILAWAT,IMRAN SILAWAT,33150.0,1,1,1,RAJASTHAN,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18898,Laxman Singh,LAXMAN SINGH,33150.0,2,1,1,RAJASTHAN,Construction of public libraries and reading rooms,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18899,Mukesh Kumar Saini,MUKESH KUMAR SAINI,33150.0,2,1,1,RAJASTHAN,Construction of public libraries and reading rooms,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18900,GAGANDEEP SINGH SARPANCH,GAGANDEEP SINGH SARPANCH,33017.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18901,MOHAL LAL MISRTI,MOHAL LAL MISRTI,33000.0,1,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18902,SARABJEET SNGH HARBANS SINGH,SARABJEET SNGH HARBANS SINGH,33000.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18903,The Defence Engineering Company,THE DEFENCE ENGINEERING COMPANY,32949.0,1,1,1,LAKSHADWEEP,Development of public parks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18904,RATAN SINGH,RATAN SINGH,32894.0,3,1,1,RAJASTHAN,Construction of boundary walls of existing public and community buildings,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18905,jagdish singh,JAGDISH SINGH,32874.0,3,2,2,UTTARAKHAND,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
