internal_vendor_id,vendor_name_raw,vendor_name_normalized,total_received_amount,total_transaction_count,unique_mps_served,unique_states_served,primary_state,primary_activity,source_dataset,source_file,source_download_date,pipeline_created_at
INTERNAL_VND_18906,ganga devi,GANGA DEVI,32871.0,3,2,2,UTTARAKHAND,Construction of public libraries and reading rooms,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18907,Kailash Kumar,KAILASH KUMAR,32800.0,5,3,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18908,HEMA PETROLEUM,HEMA PETROLEUM,32794.0,1,1,1,MADHYA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18909,jyoti,JYOTI,32781.0,3,2,1,UTTARAKHAND,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18910,LUXMI HARDWARE STORE,LUXMI HARDWARE STORE,32732.0,3,1,1,PUNJAB,Construction of toilet blocks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18911,Ramsingh,RAMSINGH,32700.0,2,1,1,RAJASTHAN,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18912,Champa Devi,CHAMPA DEVI,32671.0,2,1,1,UTTARAKHAND,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18913,Vinita Devi,VINITA DEVI,32671.0,2,1,1,UTTARAKHAND,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18914,AARAV BRICKS INDUSTRY,AARAV BRICKS INDUSTRY,32648.0,1,1,1,PUNJAB,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18915,SIDHI VINAYAK BKO,SIDHI VINAYAK BKO,32648.0,1,1,1,PUNJAB,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18916,NIRWAN BRICKS UDYOG,NIRWAN BRICKS UDYOG,32640.0,1,1,1,PUNJAB,Construction of boundary walls of existing public and community buildings,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18917,CHANDAN,CHANDAN,32457.0,3,2,2,UTTARAKHAND,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18918,East Wood Enterprise,EAST WOOD ENTERPRISE,32439.0,1,1,1,ARUNACHAL PRADESH,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18919,MS RADHE RADHE ENTERPRISES SHADIPUR JULANA,MS RADHE RADHE ENTERPRISES SHADIPUR JULANA,32435.0,2,1,1,HARYANA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18920,Manpreet Singh Mistery,MANPREET SINGH MISTERY,32422.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18921,MITTAL BATH CARE,MITTAL BATH CARE,32337.0,3,1,1,PUNJAB,Construction of toilet blocks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18922,TEJ SINGH,TEJ SINGH,32325.0,2,2,2,UTTARAKHAND,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18923,Garg Dhula Store,GARG DHULA STORE,32301.0,2,1,1,PUNJAB,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18924,INDRA,INDRA,32059.0,7,4,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18925,Deepak,DEEPAK,32047.0,4,2,2,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18926,SATGURU SANITATION,SATGURU SANITATION,32033.0,1,1,1,PUNJAB,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18927,HEAD MISTRESS ST MARY S CG HS SCHOOL,HEAD MISTRESS ST MARY S CG HS SCHOOL,32000.0,1,1,1,KERALA,Purchase of vans and buses for educational institutions,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18928,kulwinder singh bhwanpura,KULWINDER SINGH BHWANPURA,32000.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18929,RANI RANI MAJRI SARPANCH,RANI RANI MAJRI SARPANCH,32000.0,1,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18930,Star Bricks Company,STAR BRICKS COMPANY,32000.0,1,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18931,YASH PAUL AND CO BKO,YASH PAUL AND CO BKO,32000.0,2,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18932,GURJANT SINGH WELDING WORKS,GURJANT SINGH WELDING WORKS,31950.0,1,1,1,PUNJAB,Setting up of kitchen and pantries,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18933,Nachhatar Singh,NACHHATAR SINGH,31940.0,1,1,1,PUNJAB,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18934,RANJIT,RANJIT,31850.0,2,2,1,RAJASTHAN,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18935,MAYANK PANDEY,MAYANK PANDEY,31815.0,2,1,1,UTTARAKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18936,Dhanetha Bko,DHANETHA BKO,31808.0,1,1,1,PUNJAB,Construction of veterinary hospitals and dispensaries,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18937,SHIEKH NAJEER,SHIEKH NAJEER,31800.0,3,2,1,MADHYA PRADESH,Providing drains and gutters for public drainage,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18938,Jagdev singh mistary,JAGDEV SINGH MISTARY,31760.0,1,1,1,PUNJAB,Providing drains and gutters for public drainage,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18939,GS ANTTAL TRADING CO,GS ANTTAL TRADING CO,31600.0,1,1,1,PUNJAB,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18940,MAYA,MAYA,31593.0,7,4,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18941,BDO Banspal Withheld,BDO BANSPAL WITHHELD,31500.0,6,1,1,ODISHA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18942,KANTILAL,KANTILAL,31500.0,1,1,1,RAJASTHAN,Construction of footpaths and pedestrian ways,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18943,Prem Bricks Industry,PREM BRICKS INDUSTRY,31500.0,1,1,1,PUNJAB,Construction of buildings for multi-gym,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18944,MAHESH CHAND,MAHESH CHAND,31495.0,4,1,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18945,Lovekush,LOVEKUSH,31450.0,3,1,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18946,jabar singh,JABAR SINGH,31445.0,3,1,1,RAJASTHAN,Construction of boundary walls of existing public and community buildings,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18947,Mohan Chandra,MOHAN CHANDRA,31430.0,2,1,1,UTTARAKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18948,Tricholan,TRICHOLAN,31430.0,2,1,1,UTTARAKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18949,atma hardware cement store,ATMA HARDWARE CEMENT STORE,31326.0,1,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18950,PINKI BISHT,PINKI BISHT,31310.0,2,1,1,UTTARAKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18951,RAMSURAT,RAMSURAT,31310.0,2,1,1,UTTARAKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18952,RAM LAL PYARE LAL,RAM LAL PYARE LAL,31277.0,1,1,1,PUNJAB,Construction of buildings for multi-gym,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18953,GOYAL STEEL CORPORATION,GOYAL STEEL CORPORATION,31207.0,2,1,1,PUNJAB,Setting up of kitchen and pantries,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18954,bhawani singh,BHAWANI SINGH,31200.0,2,2,1,RAJASTHAN,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18955,GOPAL LAL,GOPAL LAL,31200.0,1,1,1,RAJASTHAN,Construction of boundary walls of existing public and community buildings,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18956,MS CHAMANLAL,MS CHAMANLAL,31200.0,1,1,1,PUNJAB,Setting up of kitchen and pantries,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18957,Ruldu  Singh,RULDU SINGH,31200.0,1,1,1,PUNJAB,Setting up of kitchen and pantries,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18958,RAMBAI,RAMBAI,31100.0,1,1,1,MADHYA PRADESH,Construction of public irrigation facilities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18959,Kuliyal Constructions,KULIYAL CONSTRUCTIONS,31085.0,4,1,1,UTTARAKHAND,Security gates in streets/public place for safety purpose,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18960,harish singh,HARISH SINGH,31034.0,2,1,1,UTTARAKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18961,Block Developement Officer,BLOCK DEVELOPEMENT OFFICER,31017.0,2,1,1,UTTARAKHAND,Development of public parks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18962,Gopi Cemment Store,GOPI CEMMENT STORE,31000.0,1,1,1,PUNJAB,Establishing public lift irrigation projects,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18963,Iqwal Massean,IQWAL MASSEAN,31000.0,3,1,1,PUNJAB,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18964,Sukhdev balai,SUKHDEV BALAI,31000.0,1,1,1,RAJASTHAN,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18965,New Bharat Treders,NEW BHARAT TREDERS,30900.0,2,1,1,UTTARAKHAND,Construction of footpaths and pedestrian ways,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18966,HARMEET SINGH,HARMEET SINGH,30800.0,2,1,1,PUNJAB,Construction of toilet blocks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18967,Shree Bala ji Cement and Building Material,SHREE BALA JI CEMENT AND BUILDING MATERIAL,30800.0,1,1,1,PUNJAB,Construction of boundary walls of existing public and community buildings,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18968,SHIV JOT TRADING COMPANY,SHIV JOT TRADING COMPANY,30766.0,4,1,1,PUNJAB,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18969,NORAT,NORAT,30764.0,1,1,1,RAJASTHAN,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18970,SRI VENKATESHWARA PARKING TILES  PAVERS,SRI VENKATESHWARA PARKING TILES PAVERS,30665.0,1,1,1,KARNATAKA,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18971,Ankit Kumar,ANKIT KUMAR,30650.0,2,2,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18972,Vipin Hardware,VIPIN HARDWARE,30600.0,1,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18973,HEMRAJ MALI,HEMRAJ MALI,30589.0,5,1,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18974,MAHAKAL TRADING COMPANY,MAHAKAL TRADING COMPANY,30568.0,1,1,1,PUNJAB,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18975,Neeraj Kumar,NEERAJ KUMAR,30555.0,3,2,2,UTTARAKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18976,The Dhaula Gram Udyog Samiti Dhaula,THE DHAULA GRAM UDYOG SAMITI DHAULA,30525.0,2,1,1,PUNJAB,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18977,SUKHBIR SINGH,SUKHBIR SINGH,30511.0,3,1,1,PUNJAB,Setting up of kitchen and pantries,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18978,ANAND SANITARY AND HARDWARE STORE,ANAND SANITARY AND HARDWARE STORE,30500.0,2,1,1,PUNJAB,Construction of bus-sheds or bus-stops,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18979,Taggar Trading Company,TAGGAR TRADING COMPANY,30410.0,1,1,1,PUNJAB,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18980,Amna Jain,AMNA JAIN,30400.0,1,1,1,PUNJAB,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18981,SATINDERPAL SINGH,SATINDERPAL SINGH,30376.0,1,1,1,PUNJAB,Development of playfields and sports grounds,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18982,SUMIT KUMAR,SUMIT KUMAR,30305.0,4,2,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18983,MAIHAR TRADING COMPANY,MAIHAR TRADING COMPANY,30240.0,1,1,1,PUNJAB,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18984,GUMAN MAL,GUMAN MAL,30225.0,1,1,1,RAJASTHAN,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18985,HARJINDER SINGH,HARJINDER SINGH,30224.0,3,2,1,PUNJAB,Construction of toilet blocks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18986,Bdo Niali MP Lad Holding Account,BDO NIALI MP LAD HOLDING ACCOUNT,30194.0,1,1,1,ODISHA,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18987,Jagsir Singh,JAGSIR SINGH,30164.0,2,2,1,PUNJAB,Construction of additional rooms and halls in the existing public and community building,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18988,MS Chahal Buliders,MS CHAHAL BULIDERS,30138.0,4,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_18989,MS Satkar BKO,MS SATKAR BKO,30131.0,3,1,1,PUNJAB,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
